time (s),Current (A), Voltage (V), Power (W), Battery Temp (C), Ambient Temp (C)
1307.21255,-2.6055,3.1266,-8.1459,22.158371,20.174916
1308.214081,-2.5924,3.1274,-8.1071,22.162633,20.172894
1309.209983,-2.5906,3.1272,-8.101,22.157541,20.163722
1310.21288,-2.6199,3.128,-8.1946,22.152096,20.159007
1311.212745,-2.5973,3.1267,-8.1202,22.160277,20.153879
1312.214696,-2.6164,3.1268,-8.1807,22.168126,20.159892
1313.214677,-2.5961,3.1269,-8.1179,22.16924,20.176922
1314.210161,-2.5874,3.1268,-8.0902,22.178471,20.172106
1315.212348,-2.6049,3.1258,-8.1416,22.179124,20.17202
1316.211294,-2.5985,3.1271,-8.1253,22.170418,20.163668
1317.214095,-2.5922,3.1261,-8.1031,22.180227,20.171644
1318.211105,-2.6003,3.1264,-8.1293,22.168292,20.176343
1319.213511,-2.5858,3.1265,-8.0841,22.180264,20.174273
1320.21553,-2.6081,3.125,-8.1501,22.161969,20.181111
1321.217275,-2.6177,3.1269,-8.1848,22.167489,20.169617
1322.215971,-2.5867,3.1267,-8.0875,22.178615,20.17188
1323.216435,-2.5735,3.126,-8.0442,22.176843,20.176767
1324.212807,-2.5848,3.1269,-8.0822,22.172458,20.185698
1325.212319,-2.5864,3.1264,-8.0858,22.167034,20.193218
1326.212029,-2.5933,3.1266,-8.1081,22.18919,20.195428
1327.209966,-2.5921,3.1261,-8.1027,22.188296,20.181208
1328.210189,-2.6133,3.1274,-8.1724,22.180661,20.193545
1329.212421,-2.5942,3.1273,-8.1123,22.19387,20.183831
1330.20926,-2.6409,3.1257,-8.2542,22.203154,20.187581
1331.209116,-2.6398,3.1265,-8.2527,22.205172,20.182201
1332.216256,-2.5989,3.1271,-8.1264,22.197495,20.184132
1333.214142,-2.5919,3.1262,-8.1024,22.181834,20.176586
1334.214406,-2.5987,3.1251,-8.1209,22.202517,20.194345
1335.21511,-2.6153,3.1249,-8.1723,22.198577,20.189657
1336.210447,-2.5912,3.1262,-8.1,22.19469,20.193535
1337.211997,-2.6134,3.1252,-8.1671,22.203862,20.208645
1338.213147,-2.6071,3.1254,-8.1476,22.216738,20.208591
1339.208686,-2.5991,3.126,-8.1242,22.199755,20.216374
1340.212216,-2.6201,3.1262,-8.1909,22.217434,20.189674
1341.215307,-2.5868,3.1262,-8.0864,22.204226,20.223444
1342.210948,-2.6238,3.1252,-8.1995,22.201737,20.214288
1343.21322,-2.6079,3.1268,-8.1542,22.199992,20.194035
1344.211023,-2.6099,3.1265,-8.1593,22.21244,20.198364
1345.211819,-2.5777,3.1249,-8.0548,22.211455,20.187015
1346.212735,-2.6009,3.1256,-8.1292,22.205245,20.196707
1347.212526,-2.582,3.1256,-8.0702,22.212971,20.17558
1348.212846,-2.6062,3.1238,-8.1411,22.20373,20.187788
1349.210915,-2.5824,3.1253,-8.0707,22.200475,20.178235
1350.213675,-2.5869,3.1251,-8.0842,22.219284,20.155627
1351.212997,-2.6,3.1251,-8.1249,22.222105,20.171778
1352.211736,-2.6168,3.1254,-8.1782,22.233183,20.157708
1353.212114,-2.623,3.125,-8.1966,22.225211,20.151942
1354.212758,-2.5816,3.1259,-8.0695,22.207998,20.145431
1355.213298,-2.6139,3.1252,-8.1687,22.229607,20.131179
1356.213188,-2.5923,3.1253,-8.1015,22.210392,20.138946
1357.213418,-2.6205,3.1248,-8.1882,22.214788,20.129656
1358.211714,-2.5962,3.1241,-8.1104,22.232761,20.136559
1359.214998,-2.6211,3.1248,-8.1898,22.220688,20.119282
1360.211801,-2.5832,3.1252,-8.0726,22.210998,20.105132
1361.211804,-2.6072,3.1249,-8.1469,22.230604,20.085912
1362.212846,-2.5863,3.1248,-8.0815,22.222049,20.0766
1363.211175,-2.5893,3.1261,-8.0941,22.236376,20.090585
1364.209629,-2.6208,3.1247,-8.1886,22.232966,20.081246
1365.210664,-2.6095,3.1245,-8.1531,22.248053,20.067122
1366.208542,-2.5883,3.1259,-8.0905,22.229132,20.057048
1367.215194,-2.5923,3.1237,-8.0975,22.240232,20.04485
1368.211687,-2.5903,3.1244,-8.0927,22.243342,20.053519
1369.210995,-2.5937,3.1249,-8.1052,22.245495,20.030876
1370.208464,-2.6247,3.1252,-8.202,22.234932,20.055456
1371.210928,-2.5929,3.1246,-8.1015,22.223769,20.036499
1372.209023,-2.5911,3.1239,-8.0936,22.23633,20.026505
1373.213832,-2.5989,3.124,-8.1187,22.232331,20.047668
1374.215286,-2.6032,3.1245,-8.133,22.23647,20.031827
1375.214611,-2.5865,3.1252,-8.0829,22.235276,20.023228
1376.214322,-2.5876,3.1252,-8.0863,22.237247,20.011507
1377.216212,-2.6016,3.1245,-8.1284,22.244737,20.020863
1378.213541,-2.5856,3.1243,-8.0778,22.247768,20.02612
1379.216977,-2.6151,3.1244,-8.1705,22.246756,20.024367
1380.211899,-2.5947,3.1248,-8.108,22.245675,20.021062
1381.209923,-2.5915,3.1244,-8.0965,22.245949,20.022817
1382.213162,-2.5951,3.1243,-8.1075,22.250649,20.024566
1383.211487,-2.6261,3.1243,-8.204,22.236125,20.019637
1384.21281,-2.6172,3.1246,-8.1772,22.250559,20.030768
1385.209866,-2.5843,3.1244,-8.0743,22.257541,20.009632
1386.210862,-2.5984,3.1244,-8.1184,22.260255,20.021236
1387.215299,-2.6001,3.1244,-8.1235,22.25404,20.009826
1388.214547,-2.6048,3.1243,-8.1378,22.268705,20.016377
1389.211806,-2.5944,3.1241,-8.1051,22.25577,20.022294
1390.211989,-2.6418,3.1238,-8.2523,22.23988,20.00008
1391.214244,-2.5909,3.1232,-8.0917,22.265868,20.019087
1392.213519,-2.594,3.1236,-8.102,22.266125,20.024897
1393.212625,-2.5843,3.1235,-8.0717,22.267095,19.995886
1394.216424,-2.6085,3.1234,-8.147,22.26421,19.997067
1395.211226,-2.6,3.1241,-8.1221,22.243539,20.002266
1396.208779,-2.6081,3.1226,-8.1438,22.271374,19.995362
1397.212595,-2.6158,3.1236,-8.1706,22.254767,20.007594
1398.210845,-2.6109,3.1237,-8.1558,22.276579,20.00576
1399.213358,-2.5823,3.1243,-8.0672,22.272329,20.005942
1400.213183,-2.6001,3.123,-8.1194,22.251605,19.986657
1401.20923,-2.6111,3.1233,-8.155,22.263684,19.992838
1402.208929,-2.6332,3.1224,-8.2214,22.262517,20.01795
1403.211303,-2.5988,3.1236,-8.1174,22.281057,19.988778
1404.209579,-2.6347,3.1236,-8.2293,22.269044,19.994138
1405.213355,-2.5946,3.124,-8.1051,22.26624,20.003542
1406.211066,-2.5772,3.1232,-8.0489,22.26449,19.999198
1407.21479,-2.6285,3.1224,-8.2066,22.272087,19.987932
1408.211127,-2.6112,3.1227,-8.1533,22.272152,19.997252
1409.209965,-2.5949,3.1221,-8.1006,22.278791,20.001314
1410.212407,-2.6039,3.1233,-8.1324,22.272844,19.990912
1411.211658,-2.5933,3.1226,-8.0972,22.262447,19.982715
1412.214563,-2.5876,3.1229,-8.0806,22.271716,19.995335
1413.216327,-2.5823,3.1231,-8.0646,22.267942,19.990072
1414.216791,-2.5769,3.1243,-8.0506,22.268217,20.005153
1415.211318,-2.5717,3.1221,-8.0287,22.274669,20.001254
1416.214642,-2.6172,3.1218,-8.1701,22.274793,20.002489
1417.210539,-2.6063,3.1222,-8.137,22.252512,20.02236
1418.212495,-2.6098,3.1223,-8.1481,22.277408,20.014733
1419.21181,-2.6199,3.1228,-8.181,22.286006,20.00114
1420.211422,-2.5937,3.1234,-8.1008,22.264517,19.988121
1421.215075,-2.5993,3.1239,-8.1196,22.277699,20.00096
1422.216867,-2.5827,3.1243,-8.069,22.285474,19.997275
1423.212618,-2.6024,3.1215,-8.1234,22.279162,19.981326
1424.213461,-2.5858,3.1215,-8.0712,22.277087,19.987761
1425.209455,-2.5912,3.1223,-8.09,22.282249,20.003298
1426.21192,-2.6039,3.1232,-8.1323,22.262799,19.98788
1427.215922,-2.6041,3.123,-8.1322,22.28178,19.978767
1428.213706,-2.5699,3.1217,-8.022,22.269986,19.99138
1429.215025,-2.5983,3.1229,-8.114,22.263541,19.973446
1430.216513,-2.6297,3.1224,-8.2107,22.274742,19.968383
1431.213366,-2.5934,3.1231,-8.0991,22.282694,19.971169
1432.211806,-2.5759,3.1222,-8.042,22.274745,19.967275
1433.214032,-2.5944,3.1235,-8.1035,22.271598,19.98115
1434.209714,-2.6062,3.1224,-8.1374,22.279951,19.965089
1435.211446,-2.6087,3.1221,-8.1438,22.279283,19.977005
1436.210916,-2.5862,3.1228,-8.0759,22.289541,19.960262
1437.2125,-2.6008,3.1217,-8.1188,22.281587,19.965248
1438.212443,-2.6088,3.1226,-8.1455,22.277519,19.970055
1439.216173,-2.5997,3.1224,-8.1166,22.287194,19.954209
1440.211136,-2.6017,3.1213,-8.1203,22.284572,19.959355
1441.212528,-2.6082,3.1206,-8.1389,22.278995,19.951175
1442.210783,-2.6108,3.1215,-8.1492,22.265473,19.943177
1443.213675,-2.612,3.1211,-8.1517,22.287846,19.961155
1444.213276,-2.5895,3.1217,-8.0832,22.286649,19.962176
1445.213303,-2.6283,3.1223,-8.2059,22.274952,19.957118
1446.213323,-2.5928,3.1213,-8.0926,22.284119,19.946315
1447.2098,-2.5906,3.1219,-8.0876,22.281738,19.955034
1448.210901,-2.5979,3.1213,-8.1084,22.278943,19.942609
1449.214514,-2.6066,3.1214,-8.1359,22.291814,19.946993
1450.214212,-2.5811,3.1221,-8.0581,22.272591,19.97178
1451.214169,-2.5818,3.1222,-8.0604,22.280473,19.96154
1452.214491,-2.6126,3.1216,-8.1553,22.294527,19.957115
1453.214122,-2.6141,3.1216,-8.1597,22.270409,19.986251
1454.211564,-2.589,3.1213,-8.0805,22.281776,19.939895
1455.213058,-2.6047,3.121,-8.129,22.285043,19.962047
1456.211215,-2.5979,3.121,-8.1077,22.288326,19.960156
1457.211859,-2.6272,3.1212,-8.1998,22.28761,19.949813
1458.210686,-2.579,3.1212,-8.0491,22.285389,19.947217
1459.210773,-2.5803,3.1214,-8.0539,22.285785,19.947244
1460.215359,-2.5853,3.1216,-8.0697,22.286283,19.94108
1461.214429,-2.5948,3.1212,-8.0985,22.270732,19.950668
1462.215384,-2.6266,3.1202,-8.1954,22.280434,19.970756
1463.212712,-2.6192,3.1202,-8.1723,22.273251,19.959855
1464.21348,-2.5987,3.1207,-8.1098,22.291903,19.951524
1465.209101,-2.6262,3.1211,-8.1963,22.291031,19.948059
1466.213323,-2.5906,3.1214,-8.0858,22.283456,19.960087
1467.213842,-2.5977,3.1197,-8.104,22.279748,19.95267
1468.213425,-2.5891,3.1203,-8.0784,22.286913,19.971695
1469.215498,-2.5889,3.1208,-8.0794,22.293322,19.966642
1470.215169,-2.6193,3.12,-8.1716,22.280891,19.967142
1471.212971,-2.6163,3.12,-8.1623,22.297118,19.951567
1472.21522,-2.6247,3.1195,-8.1877,22.298426,19.945105
1473.21189,-2.6034,3.121,-8.1249,22.285119,19.95435
1474.210271,-2.6032,3.1206,-8.123,22.305431,19.949903
1475.212727,-2.6195,3.1206,-8.1742,22.287637,19.933553
1476.211441,-2.6009,3.1205,-8.1156,22.294727,19.956575
1477.217166,-2.5858,3.1198,-8.067,22.275059,19.941308
1478.212184,-2.5884,3.1209,-8.0777,22.284241,19.932
1479.21331,-2.5962,3.1198,-8.0992,22.294179,19.930483
1480.210775,-2.6217,3.1201,-8.1794,22.273167,19.940523
1481.211574,-2.5744,3.1197,-8.0311,22.282981,19.93592
1482.21339,-2.5939,3.1202,-8.0931,22.281147,19.943337
1483.211606,-2.5952,3.1202,-8.0968,22.287574,19.938671
1484.21271,-2.6069,3.1185,-8.1293,22.283719,19.939992
1485.214551,-2.5663,3.1202,-8.0071,22.299804,19.943524
1486.214698,-2.6077,3.119,-8.133,22.284997,19.928685
1487.214601,-2.6166,3.119,-8.1609,22.274279,19.9272
1488.212554,-2.5863,3.1201,-8.0687,22.27079,19.949616
1489.213451,-2.6125,3.1191,-8.1486,22.28152,19.929644
1490.212793,-2.6147,3.12,-8.1578,22.284729,19.935821
1491.21305,-2.6079,3.1201,-8.1368,22.275592,19.925554
1492.21086,-2.6105,3.1186,-8.141,22.283447,19.926392
1493.214044,-2.5661,3.1206,-8.0077,22.291093,19.934795
1494.212857,-2.6241,3.1189,-8.1837,22.280318,19.933622
1495.212479,-2.5995,3.1189,-8.1074,22.279255,19.942551
1496.209816,-2.6101,3.12,-8.1432,22.281493,19.931468
1497.21331,-2.5866,3.1191,-8.0673,22.291111,19.942216
1498.212217,-2.6163,3.1194,-8.161,22.291792,19.934385
1499.211161,-2.5983,3.1189,-8.1036,22.278378,19.964253
1500.21226,-2.6026,3.1187,-8.1165,22.300983,19.970247
1501.215449,-2.5767,3.1201,-8.0394,22.304877,19.95379
1502.216587,-2.5835,3.1203,-8.0612,22.294111,19.969654
1503.214326,-2.5891,3.1192,-8.0752,22.282148,19.962848
1504.213273,-2.6035,3.1199,-8.1224,22.285174,19.941079
1505.213634,-2.6195,3.1183,-8.1679,22.294196,19.943827
1506.210826,-2.6081,3.1184,-8.1328,22.301544,19.948599
1507.211433,-2.6195,3.1192,-8.1703,22.288268,19.949362
1508.211874,-2.5692,3.1199,-8.0151,22.293119,19.936084
1509.211516,-2.6003,3.1184,-8.1083,22.302603,19.935224
1510.212094,-2.599,3.1193,-8.1067,22.278957,19.930037
1511.211395,-2.6201,3.1189,-8.1714,22.277213,19.93014
1512.215427,-2.6021,3.1189,-8.1158,22.301687,19.932084
1513.213988,-2.602,3.1175,-8.1113,22.299942,19.914418
1514.211792,-2.6118,3.118,-8.1436,22.288327,19.930171
1515.211139,-2.5859,3.1188,-8.0645,22.282381,19.932727
1516.21232,-2.5813,3.1193,-8.0515,22.288096,19.904027
1517.213435,-2.6045,3.1177,-8.1193,22.277352,19.905847
1518.212931,-2.6125,3.1172,-8.1434,22.299538,19.90698
1519.216926,-2.5882,3.1181,-8.0694,22.280477,19.909718
1520.212056,-2.5869,3.1186,-8.0674,22.299254,19.896329
1521.213449,-2.6278,3.1177,-8.1924,22.288826,19.905129
1522.215285,-2.6201,3.1173,-8.1672,22.302539,19.902953
1523.21338,-2.5956,3.1183,-8.0935,22.297519,19.921985
1524.21233,-2.5692,3.1188,-8.0127,22.286562,19.9036
1525.212368,-2.5887,3.1179,-8.0709,22.292099,19.905077
1526.208714,-2.6127,3.1186,-8.1474,22.285045,19.90245
1527.2118,-2.5859,3.1177,-8.0621,22.282077,19.918726
1528.211047,-2.6155,3.1164,-8.1507,22.286528,19.895422
1529.213731,-2.6009,3.1184,-8.1103,22.283884,19.908321
1530.21189,-2.5989,3.1175,-8.102,22.296284,19.917785
1531.212078,-2.5911,3.1183,-8.08,22.284904,19.92415
1532.215985,-2.6358,3.1165,-8.2141,22.287329,19.920658
1533.215043,-2.5951,3.1176,-8.0902,22.295212,19.93485
1534.212037,-2.6303,3.1171,-8.1983,22.278447,19.947294
1535.212501,-2.6134,3.1184,-8.1497,22.285884,19.945492
1536.212261,-2.6115,3.1178,-8.1422,22.286508,19.922055
1537.215452,-2.5822,3.1175,-8.0495,22.285635,19.910076
1538.211758,-2.6042,3.1168,-8.1165,22.285871,19.90587
1539.217566,-2.5847,3.1176,-8.0579,22.284541,19.939704
1540.214363,-2.5911,3.1172,-8.077,22.290946,19.928724
1541.210854,-2.6229,3.1167,-8.1744,22.278885,19.938108
1542.212694,-2.5963,3.1167,-8.0914,22.302994,19.937837
1543.212448,-2.592,3.1168,-8.0789,22.285815,19.935058
1544.213453,-2.5983,3.1171,-8.0988,22.289505,19.919876
1545.209992,-2.5784,3.1175,-8.0382,22.273563,19.92352
1546.214135,-2.5843,3.1189,-8.0597,22.285135,19.930675
1547.213649,-2.607,3.116,-8.1228,22.271205,19.937445
1548.21244,-2.6141,3.117,-8.1477,22.273942,19.940189
1549.213539,-2.6043,3.1168,-8.1166,22.286925,19.940982
1550.212356,-2.6242,3.117,-8.1792,22.288741,19.943913
1551.212985,-2.6389,3.1158,-8.2221,22.277944,19.94679
1552.213146,-2.613,3.1164,-8.1428,22.297403,19.935935
1553.217212,-2.5883,3.1155,-8.0636,22.294003,19.943263
1554.212255,-2.584,3.1153,-8.0494,22.273655,19.931756
1555.214034,-2.6003,3.1158,-8.1017,22.274648,19.92905
1556.213494,-2.5902,3.1165,-8.0724,22.289713,19.932301
1557.214788,-2.5776,3.1165,-8.0331,22.282317,19.918596
1558.21206,-2.6025,3.1171,-8.1115,22.287484,19.928957
1559.212009,-2.5906,3.1166,-8.0734,22.282651,19.91597
1560.21249,-2.597,3.1174,-8.0954,22.289159,19.936188
1561.211848,-2.5864,3.1168,-8.0612,22.284036,19.936237
1562.212652,-2.603,3.1157,-8.1098,22.274192,19.935996
1563.212963,-2.6159,3.1161,-8.1515,22.302917,19.908144
1564.209575,-2.5768,3.1167,-8.0305,22.268794,19.934289
1565.21313,-2.5675,3.1163,-8.001,22.279423,19.928652
1566.212386,-2.5927,3.1162,-8.079,22.284978,19.912008
1567.213378,-2.5865,3.1157,-8.0585,22.285949,19.907799
1568.214048,-2.5683,3.1151,-8.0002,22.294806,19.922598
1569.209652,-2.6304,3.1147,-8.1927,22.274071,19.9455
1570.212184,-2.6075,3.1148,-8.1216,22.289044,19.929039
1571.213022,-2.5955,3.1161,-8.0874,22.288167,19.931863
1572.212244,-2.626,3.1146,-8.1783,22.284233,19.933103
1573.214179,-2.5656,3.1154,-7.9925,22.286678,19.933701
1574.214882,-2.6123,3.1157,-8.1388,22.293688,19.929991
1575.216036,-2.6127,3.1157,-8.1399,22.28598,19.918935
1576.213815,-2.6224,3.1149,-8.1683,22.27751,19.927106
1577.211748,-2.5912,3.1149,-8.0707,22.282487,19.94616
1578.213274,-2.6071,3.1149,-8.1204,22.28016,19.938275
1579.212367,-2.6204,3.1162,-8.1651,22.281001,19.94208
1580.210811,-2.6191,3.1142,-8.1564,22.286473,19.943861
1581.210107,-2.6034,3.1158,-8.1111,22.27985,19.945369
1582.215572,-2.6104,3.1151,-8.1306,22.283304,19.946609
1583.213388,-2.5989,3.1156,-8.0966,22.286781,19.948612
1584.215783,-2.5795,3.1162,-8.0379,22.278143,19.940697
1585.212668,-2.633,3.1147,-8.2005,22.288932,19.943734
1586.212377,-2.6001,3.1151,-8.0992,22.286049,19.93048
1587.209872,-2.5747,3.1157,-8.0216,22.289769,19.943463
1588.214856,-2.5973,3.1154,-8.0914,22.286357,19.935601
1589.214704,-2.6267,3.1142,-8.18,22.279966,19.951408
1590.21607,-2.6141,3.1163,-8.1458,22.273229,19.937993
1591.213614,-2.5988,3.115,-8.095,22.283382,19.938542
1592.213874,-2.614,3.1139,-8.1394,22.288972,19.937481
1593.214145,-2.6194,3.115,-8.1591,22.283423,19.933031
1594.211963,-2.5948,3.1154,-8.0831,22.291493,19.939637
1595.214271,-2.5836,3.1151,-8.048,22.288609,19.944522
1596.214353,-2.5976,3.1137,-8.0874,22.292474,19.940251
1597.213229,-2.5855,3.1149,-8.0537,22.290128,19.9379
1598.210911,-2.6086,3.113,-8.1201,22.293129,19.935354
1599.211596,-2.5873,3.1141,-8.0566,22.28357,19.950577
1600.211915,-2.5784,3.1142,-8.0293,22.289549,19.951015
1601.210897,-2.5983,3.1125,-8.087,22.291156,19.957068
1602.215474,-2.5927,3.1135,-8.0718,22.287534,19.947516
1603.213032,-2.608,3.1139,-8.1208,22.275442,19.951687
1604.213591,-2.6173,3.1138,-8.1494,22.274749,19.948401
1605.212569,-2.5926,3.1145,-8.0745,22.272719,19.949698
1606.215638,-2.6046,3.1145,-8.1116,22.296372,19.971549
1607.214075,-2.5994,3.1147,-8.0965,22.300717,19.957395
1608.212026,-2.629,3.1134,-8.1848,22.295835,19.965088
1609.212742,-2.6081,3.1127,-8.1178,22.280788,19.979254
1610.213904,-2.6062,3.1138,-8.1144,22.273054,19.959288
1611.216091,-2.5819,3.1137,-8.0392,22.296181,19.965805
1612.215659,-2.5863,3.1137,-8.0525,22.285331,19.967519
1613.216637,-2.5925,3.1127,-8.0695,22.282262,19.955929
1614.214562,-2.6204,3.113,-8.1565,22.295267,19.981917
1615.213352,-2.6037,3.1142,-8.1082,22.293195,19.960962
1616.213043,-2.5954,3.113,-8.0795,22.298077,19.97844
1617.213694,-2.5958,3.114,-8.0831,22.297593,19.975735
1618.211342,-2.5808,3.113,-8.0336,22.285689,19.977872
1619.211967,-2.5944,3.1133,-8.077,22.296291,19.964065
1620.21337,-2.6126,3.113,-8.1327,22.294459,19.970373
1621.212079,-2.6103,3.1134,-8.1262,22.296173,19.962836
1622.214794,-2.5876,3.114,-8.0576,22.316691,19.971922
1623.213122,-2.5986,3.1127,-8.0883,22.297764,19.968503
1624.214371,-2.5778,3.1134,-8.0258,22.304433,19.968892
1625.214338,-2.5951,3.113,-8.0782,22.304794,19.972956
1626.213809,-2.5982,3.1128,-8.0873,22.314208,19.969434
1627.217113,-2.6169,3.1135,-8.1477,22.296257,19.976246
1628.211988,-2.5741,3.1129,-8.0127,22.315168,19.975948
1629.210441,-2.5926,3.1121,-8.0679,22.305267,19.981203
1630.212125,-2.6128,3.1124,-8.132,22.299638,19.986298
1631.213995,-2.5888,3.1132,-8.0589,22.294726,19.995811
1632.211794,-2.6225,3.1121,-8.161,22.305903,19.987763
1633.212804,-2.6197,3.1113,-8.1504,22.305321,19.983478
1634.211432,-2.5939,3.111,-8.0692,22.309106,19.977277
1635.213563,-2.6096,3.1115,-8.1191,22.318151,19.996705
1636.216433,-2.6074,3.1122,-8.1144,22.311441,19.982208
1637.215026,-2.6051,3.1107,-8.1036,22.311144,19.972286
1638.212934,-2.5737,3.1123,-8.0099,22.305828,19.967329
1639.214077,-2.6072,3.1117,-8.1124,22.313186,19.986177
1640.213935,-2.5977,3.1116,-8.0827,22.302199,19.989234
1641.214678,-2.5926,3.1116,-8.067,22.301297,19.996844
1642.212619,-2.5806,3.1117,-8.0297,22.304847,19.971158
1643.21346,-2.6293,3.1102,-8.1772,22.314021,19.991826
1644.21099,-2.5984,3.1123,-8.0865,22.312802,19.97802
1645.215845,-2.5963,3.1109,-8.0761,22.306093,19.993135
1646.210387,-2.6165,3.1117,-8.1412,22.31345,19.991995
1647.211648,-2.6086,3.1105,-8.1141,22.312937,19.995182
1648.20875,-2.6028,3.1118,-8.0989,22.314959,19.965374
1649.211947,-2.6131,3.1106,-8.128,22.324556,19.988317
1650.211352,-2.6036,3.1107,-8.0988,22.297583,19.997194
1651.211072,-2.6347,3.111,-8.1961,22.315859,19.989226
1652.212746,-2.5619,3.1104,-7.9682,22.306011,19.978618
1653.212903,-2.5987,3.1099,-8.0814,22.312604,19.984854
1654.213212,-2.6022,3.1103,-8.0934,22.331831,19.998569
1655.209575,-2.6261,3.1102,-8.1673,22.316489,19.993559
1656.210211,-2.6049,3.1105,-8.1024,22.306748,19.990091
1657.216207,-2.604,3.11,-8.0981,22.330405,19.986405
1658.214981,-2.6011,3.1092,-8.0869,22.329213,19.992244
1659.215547,-2.5988,3.1099,-8.0816,22.322081,19.988058
1660.216794,-2.609,3.1105,-8.1149,22.327858,19.984963
1661.218043,-2.6049,3.1101,-8.1011,22.323914,19.992856
1662.211936,-2.5804,3.1107,-8.0265,22.327917,19.981691
1663.213445,-2.5889,3.1103,-8.0523,22.328915,19.982691
1664.211618,-2.5719,3.1125,-8.0054,22.320964,19.982497
1665.212396,-2.5954,3.1108,-8.0733,22.341879,20.003456
1666.212979,-2.6168,3.1092,-8.1359,22.34135,19.986268
1667.212148,-2.5909,3.11,-8.0571,22.318521,20.014473
1668.21396,-2.606,3.1103,-8.1048,22.337063,20.017508
1669.215348,-2.5907,3.1095,-8.0553,22.333126,20.000237
1670.21612,-2.6125,3.1096,-8.1234,22.326333,20.014159
1671.212119,-2.6001,3.1101,-8.0866,22.343299,20.011171
1672.211604,-2.5924,3.1103,-8.0625,22.336037,20.015739
1673.211084,-2.597,3.11,-8.0762,22.340596,20.016606
1674.214763,-2.6181,3.1094,-8.1403,22.337874,20.002773
1675.216982,-2.6097,3.1098,-8.1154,22.334835,20.021197
1676.213496,-2.5899,3.1097,-8.0538,22.351317,20.010693
1677.213094,-2.5706,3.1095,-7.9928,22.336325,20.024912
1678.21344,-2.6041,3.1099,-8.0985,22.345789,20.005523
1679.213387,-2.6011,3.1097,-8.0884,22.343017,20.015701
1680.213059,-2.5789,3.1103,-8.0206,22.355436,20.022593
1681.214445,-2.6061,3.1086,-8.1007,22.334405,20.047416
1682.212757,-2.6002,3.1104,-8.0875,22.364763,20.011582
1683.211207,-2.5997,3.1093,-8.0833,22.353496,20.020279
1684.211307,-2.5841,3.1099,-8.0361,22.351642,20.021752
1685.212203,-2.63,3.1087,-8.1755,22.34673,20.026824
1686.215044,-2.5892,3.1089,-8.0498,22.362686,20.025417
1687.211709,-2.6144,3.1091,-8.1276,22.347718,20.020782
1688.21106,-2.596,3.1093,-8.0714,22.370856,20.031012
1689.212859,-2.6023,3.11,-8.0927,22.382825,20.018207
1690.217094,-2.5999,3.109,-8.0832,22.375191,20.032026
1691.213178,-2.5819,3.1097,-8.0281,22.380755,20.028718
1692.215524,-2.6,3.1086,-8.0821,22.359934,20.031172
1693.211984,-2.6049,3.1075,-8.0945,22.37977,20.050309
1694.212557,-2.5827,3.1082,-8.027,22.372456,20.050013
1695.214756,-2.5989,3.1079,-8.0769,22.368918,20.043137
1696.213627,-2.6091,3.1092,-8.112,22.375614,20.032819
1697.215281,-2.5939,3.108,-8.0617,22.360569,20.030698
1698.215313,-2.615,3.1072,-8.1251,22.391883,20.034686
1699.214638,-2.6219,3.1072,-8.1467,22.392485,20.037141
1700.211816,-2.5811,3.1089,-8.0243,22.370449,20.04504
1701.212427,-2.6201,3.1083,-8.144,22.39527,20.042153
1702.213453,-2.6055,3.1085,-8.0988,22.372895,20.055634
1703.213362,-2.5858,3.1083,-8.0374,22.371334,20.05333
1704.212234,-2.6062,3.1082,-8.1001,22.383011,20.052817
1705.212385,-2.6012,3.1073,-8.0825,22.381637,20.059953
1706.214452,-2.6057,3.108,-8.0981,22.392608,20.039115
1707.215126,-2.6227,3.1085,-8.1524,22.37366,20.081201
1708.213426,-2.6132,3.1072,-8.1197,22.411835,20.072818
1709.208375,-2.601,3.1077,-8.0828,22.40146,20.063531
1710.21369,-2.592,3.1078,-8.0551,22.412381,20.051156
1711.212049,-2.6046,3.108,-8.095,22.397623,20.07042
1712.214513,-2.597,3.1076,-8.0699,22.406009,20.049212
1713.214066,-2.5898,3.1084,-8.0498,22.407117,20.045881
1714.213207,-2.6029,3.1068,-8.0867,22.409799,20.066336
1715.21769,-2.6141,3.1073,-8.1221,22.406262,20.05909
1716.216078,-2.6062,3.1072,-8.0977,22.415522,20.058006
1717.215875,-2.5972,3.1063,-8.0673,22.420371,20.055462
1718.213105,-2.6108,3.1079,-8.1138,22.408282,20.035944
1719.212147,-2.5865,3.107,-8.036,22.41305,20.08773
1720.213049,-2.5855,3.1079,-8.0353,22.402918,20.074246
1721.212874,-2.5854,3.1064,-8.0309,22.417559,20.088547
1722.212159,-2.6077,3.1063,-8.1002,22.421589,20.07593
1723.215924,-2.5788,3.1068,-8.0114,22.43813,20.071038
1724.215724,-2.6241,3.1073,-8.1537,22.411054,20.073516
1725.213441,-2.5968,3.1074,-8.069,22.422924,20.075787
1726.211166,-2.5905,3.1058,-8.0454,22.439884,20.087971
1727.2123,-2.5769,3.1063,-8.0039,22.42513,20.08318
1728.211457,-2.5819,3.1064,-8.0202,22.436996,20.085447
1729.212141,-2.6037,3.1059,-8.0861,22.428894,20.074367
1730.214512,-2.5856,3.1047,-8.027,22.427703,20.09353
1731.217034,-2.5898,3.1062,-8.0436,22.434667,20.076081
1732.216022,-2.5596,3.106,-7.9501,22.439516,20.095745
